CD,STATION,ICAO,IATA,SYNOP,LATdeg,LATmin,LONdeg,LONmin,ELEV,M,N,V,U,A,C,PRIORITY,COUNTRY CODE,LAT,LON
AK,ADAK NAS,PADK,ADK,70454,51,53N,176,39W,3,X,,T,,,,7.0,US,51.88333333333333,-176.65
AK,AKHIOK,PAKH,AKK,,56,56N,154,11W,15,X,,,,,,8.0,US,56.93333333333333,-154.18333333333334
AK,AKUTAN,PAUT,KQA,,54,08N,165,36W,25,X,,,,,,7.0,US,54.13333333333333,-165.6
AK,AMBLER,PAFM,ABL,,67,06N,157,51W,79,X,,,,,,7.0,US,67.1,-157.85
AK,ANAKTUVUK PASS,PAKP,AKP,,68,08N,151,44W,649,X,,,,,,7.0,US,68.13333333333334,-151.73333333333332
AK,ANCHORAGE INTL,PANC,ANC,70273,61,10N,150,01W,39,X,,T,X,A,,5.0,US,61.166666666666664,-150.01666666666668
AK,ANCHORAGE/LAKE H,PALH,,,61,11N,149,58W,26,X,,,,A,,7.0,US,61.18333333333333,-149.96666666666667
AK,ANCHORAGE/MERRIL,PAMR,MRI,,61,13N,149,51W,43,X,,,,A,,7.0,US,61.21666666666667,-149.85
AK,ANGOON SEAPLANE,PAGN,AGN,70383,57,30N,134,35W,2,X,,,,,,8.0,US,57.5,-134.58333333333334
AK,ANIAK,PANI,ANI,70232,61,35N,159,32W,21,X,,,,,,7.0,US,61.583333333333336,-159.53333333333333
AK,ANNETTE ISLAND,PANT,ANN,70398,55,02N,131,34W,29,X,,,X,A,,5.0,US,55.03333333333333,-131.56666666666666
AK,ANVIK,PANV,ANV,,62,39N,160,11W,91,X,,,,,,7.0,US,62.65,-160.18333333333334
AK,ARCTIC VILLAGE,PARC,ARC,,68,07N,145,35W,626,X,,,,,,7.0,US,68.11666666666666,-145.58333333333334
AK,ATKA,PAAK,AKB,,52,13N,174,12W,11,X,,,,,,7.0,US,52.21666666666667,-174.2
AK,ATQASUK BURNELL,PATQ,ATK,,70,28N,157,26W,28,X,,,,,,7.0,US,70.46666666666667,-157.43333333333334
AK,BARTER ISLAND,PABA,BTI,,70,08N,143,35W,1,X,,,,W,,7.0,US,70.13333333333334,-143.58333333333334
AK,BETHEL,PABE,BET,70219,60,47N,161,50W,28,X,,T,X,A,,5.0,US,60.78333333333333,-161.83333333333334
AK,BETTLES,PABT,BTT,70174,66,55N,151,31W,195,X,,T,,A,,6.0,US,66.91666666666667,-151.51666666666668
AK,BIG RIVER LAKES,PALV,,,60,49N,152,18W,12,X,,,,,,7.0,US,60.81666666666667,-152.3
AK,BIRCHWOOD,PABV,,,61,25N,149,31W,21,X,,,,,,7.0,US,61.416666666666664,-149.51666666666668
AK,BREVIG MISSION,PFKT,KTS,,65,20N,166,28W,8,X,,,,,,7.0,US,65.33333333333333,-166.46666666666667
AK,BRYANT ARMY AF,PAFR,FRN,70270,61,16N,149,39W,106,X,,,,,,6.0,US,61.266666666666666,-149.65
AK,BUCKLAND,PABL,BKC,,65,59N,161,09W,7,X,,,,,,7.0,US,65.98333333333333,-161.15
AK,CANTWELL,PATW,,,63,23N,148,57W,675,X,,,,,,7.0,US,63.38333333333333,-148.95
AK,CAPE LISBURNE,PALU,LUR,70104,68,53N,166,06W,8,X,,T,,W,,6.0,US,68.88333333333334,-166.1
AK,CAPE NEWENHAM,PAEH,EHM,70305,58,39N,162,04W,101,X,,T,,,,6.0,US,58.65,-162.06666666666666
AK,CAPE ROMANZOF,PACZ,CZF,70212,61,47N,166,02W,129,X,,T,,,,6.0,US,61.78333333333333,-166.03333333333333
AK,CENTRAL,PACE,,,65,34N,144,47W,286,X,,,,,,7.0,US,65.56666666666666,-144.78333333333333
AK,CENTRAL,PARL,CEM,,65,34N,144,47W,284,X,,,,,,7.0,US,65.56666666666666,-144.78333333333333
AK,CHANDALAR LAKE,PALR,WCR,,67,30N,148,29W,579,X,,,,,,7.0,US,67.5,-148.48333333333332
AK,CHEVAK,PAVA,VAK,,61,32N,165,36W,14,X,,,,,,7.0,US,61.53333333333333,-165.6
AK,CHIGNIK BAY,PAJC,,,56,19N,158,22W,10,X,,,,,,7.0,US,56.31666666666667,-158.36666666666667
AK,CHULITNA,PAEC,,,62,53N,149,34W,389,X,,,,,,7.0,US,62.88333333333333,-149.56666666666666
AK,CIRCLE/PAFC RFC,PACR,IRC,,65,50N,144,04W,182,X,,,,,R,7.0,US,65.83333333333333,-144.06666666666666
AK,CLARKS POINT,PFCL,CLP,,58,50N,158,32W,23,X,,,,,,7.0,US,58.833333333333336,-158.53333333333333
AK,COLD BAY,PACD,CDB,70316,55,13N,162,43W,23,X,,T,X,A,,5.0,US,55.21666666666667,-162.71666666666667
AK,CORDOVA,PACV,CDV,70296,60,30N,145,28W,15,X,,T,,A,,6.0,US,60.5,-145.46666666666667
AK,DEADHORSE,PASC,SCC,,70,12N,148,28W,17,X,,T,,A,,6.0,US,70.2,-148.46666666666667
AK,DEERING,PADE,DRG,,66,04N,162,46W,5,X,,,,A,,7.0,US,66.06666666666666,-162.76666666666668
AK,DELTA JUNCTION,PABI,BIG,70267,64,00N,145,43W,388,X,,T,,A,,6.0,US,64.0,-145.71666666666667
AK,DILLINGHAM,PADL,DLG,70321,59,03N,158,30W,20,X,,T,,,,6.0,US,59.05,-158.5
AK,DUTCH HARBOR,PADU,DUT,70489,53,54N,166,32W,4,X,,T,,,,6.0,US,53.9,-166.53333333333333
AK,EAGLE,PAEG,EAA,,64,47N,141,09W,273,X,,,,A,,7.0,US,64.78333333333333,-141.15
AK,EARECKSON/SHEMYA,PASY,SYA,70414,52,43N,174,07E,6,X,,T,X,,,5.0,US,52.71666666666667,174.11666666666667
AK,EGEGIK,PAII,EGX,,58,11N,157,23W,31,X,,,,W,,7.0,US,58.18333333333333,-157.38333333333333
AK,EIELSON AFB,PAEI,EIL,70265,64,40N,147,06W,166,X,,T,,,,6.0,US,64.66666666666667,-147.1
AK,ELFIN COVE,PAEL,ELV,,58,12N,136,21W,8,X,,,,,,7.0,US,58.2,-136.35
AK,ELIM APRT,PFEL,ELI,,64,37N,162,16W,50,X,,,,,,7.0,US,64.61666666666666,-162.26666666666668
AK,ELMENDORF AFB,PAED,EDF,70272,61,15N,149,50W,54,X,,T,,,,6.0,US,61.25,-149.83333333333334
AK,EMMONAK,PAEM,EMK,,62,47N,164,29W,2,X,,,,,,7.0,US,62.78333333333333,-164.48333333333332
AK,EUREKA,PAZK,,,61,56N,147,10W,1002,X,,,,,,7.0,US,61.93333333333333,-147.16666666666666
AK,FAIRBANKS,PAFA,FAI,70261,64,48N,147,52W,130,X,,T,X,A,,5.0,US,64.8,-147.86666666666667
AK,FALSE PASS,PAKF,KFP,,54,51N,163,25W,2,X,,,,,,7.0,US,54.85,-163.41666666666666
AK,FAREWELL LAKE,PAFK,,,62,32N,153,36W,335,X,,,,,,7.0,US,62.53333333333333,-153.6
AK,FORT WAINWRIGHT,PAFB,FBK,,64,50N,147,37W,137,X,,T,,,,6.0,US,64.83333333333333,-147.61666666666667
AK,FORT YUKON,PFYU,FYU,70194,66,34N,145,14W,130,X,,,,,,7.0,US,66.56666666666666,-145.23333333333332
AK,FUNTER BAY,PAFN,,,58,15N,134,52W,0,X,,,,,,7.0,US,58.25,-134.86666666666667
AK,GALBRAITH LAKE,PAGB,GBH,,68,29N,149,29W,822,X,,,,,,7.0,US,68.48333333333333,-149.48333333333332
AK,GALENA,PAGA,GAL,70222,64,44N,156,56W,39,X,,T,,,,6.0,US,64.73333333333333,-156.93333333333334
AK,GAMBELL,PAGM,GAM,70204,63,46N,171,44W,6,X,,,,,,7.0,US,63.766666666666666,-171.73333333333332
AK,GOLOVIN,PAGL,GLV,,64,33N,163,00W,20,X,,,,W,,7.0,US,64.55,-163.0
AK,GULKANA,PAGK,GKN,70271,62,09N,145,27W,481,X,,T,,A,,6.0,US,62.15,-145.45
AK,GUSTAVUS,PAGS,GST,70367,58,25N,135,42W,9,X,,T,,,,6.0,US,58.416666666666664,-135.7
AK,HAINES,PAHN,HNS,,59,15N,135,31W,15,X,,T,,A,,6.0,US,59.25,-135.51666666666668
AK,HAYES RIVER,PAHZ,,,61,59N,152,05W,305,X,,,,,,7.0,US,61.983333333333334,-152.08333333333334
AK,HEALY,PAHV,,,63,52N,148,58W,387,X,,,,,,7.0,US,63.86666666666667,-148.96666666666667
AK,HOLY CROSS,PAHC,HCR,,62,11N,159,47W,21,X,,,,W,,7.0,US,62.18333333333333,-159.78333333333333
AK,HOMER,PAHO,HOM,70341,59,38N,151,29W,6,X,,T,,A,,6.0,US,59.63333333333333,-151.48333333333332
AK,HOONAH,PAOH,HNH,,58,06N,135,27W,0,X,,,,,,7.0,US,58.1,-135.45
AK,HOOPER BAY,PAHP,HPB,,61,31N,166,09W,8,X,,,,,,7.0,US,61.516666666666666,-166.15
AK,HUSLIA,PAHL,HSL,,65,42N,156,21W,49,X,,,,,,7.0,US,65.7,-156.35
AK,HUSLIA,PAHS,,,65,42N,156,23W,55,X,,,,,,7.0,US,65.7,-156.38333333333333
AK,HYDABURG,PAHY,HYG,,55,12N,132,50W,0,X,,,,,,7.0,US,55.2,-132.83333333333334
AK,IGIUGIG,PAIG,IGG,,59,19N,155,54W,24,X,,,,W,,7.0,US,59.31666666666667,-155.9
AK,ILIAMNA,PAIL,ILI,70340,59,45N,154,55W,44,X,,T,,A,,6.0,US,59.75,-154.91666666666666
AK,INDIAN MOUNTAIN,PAIM,UTO,70173,66,00N,153,42W,309,X,,T,,,,6.0,US,66.0,-153.7
AK,JUNEAU,PAJN,JNU,70381,58,21N,134,33W,6,X,,T,,A,,0.0,US,58.35,-134.55
AK,KAKE,PAFE,,,56,58N,133,55W,1,X,,,,,,7.0,US,56.96666666666667,-133.91666666666666
AK,KALSKAG,PALG,KLG,,61,32N,160,20W,13,X,,,,W,,7.0,US,61.53333333333333,-160.33333333333334
AK,KALTAG,PAKV,KAL,,64,20N,158,43W,53,X,,,,A,,7.0,US,64.33333333333333,-158.71666666666667
AK,KENAI,PAEN,ENA,70259,60,34N,151,15W,30,X,,T,,A,,6.0,US,60.56666666666667,-151.25
AK,KETCHIKAN,PAKT,KTN,70395,55,21N,131,43W,27,X,,T,,A,,6.0,US,55.35,-131.71666666666667
AK,KIANA,PAIK,IAN,,66,59N,160,26W,49,X,,,,,,8.0,US,66.98333333333333,-160.43333333333334
AK,KING COVE,PAVC,KVC,,55,07N,162,16W,48,X,,,,,,8.0,US,55.11666666666667,-162.26666666666668
AK,KING SALMON,PAKN,AKN,70326,58,41N,156,39W,20,X,,T,X,A,,5.0,US,58.68333333333333,-156.65
AK,KIPNUK,PAKI,KPN,,59,56N,164,02W,4,X,,,,,,8.0,US,59.93333333333333,-164.03333333333333
AK,KIVALINA,PAVL,KVL,,67,44N,164,33W,6,X,,,,A,,7.0,US,67.73333333333333,-164.55
AK,KLAWOCK,PAKW,KLW,,55,35N,133,04W,7,X,,T,,A,,7.0,US,55.583333333333336,-133.06666666666666
AK,KODIAK,PADQ,ADQ,70350,57,45N,152,30W,5,X,,T,X,A,,5.0,US,57.75,-152.5
AK,KOLIGANEK,PAJZ,KGK,,59,44N,157,16W,80,X,,,,,,8.0,US,59.733333333333334,-157.26666666666668
AK,KOTZEBUE,PAOT,OTZ,70133,66,53N,162,36W,3,X,,T,X,A,,5.0,US,66.88333333333334,-162.6
AK,KOYUK,PAKK,KKA,,64,56N,161,09W,56,X,,,,,,7.0,US,64.93333333333334,-161.15
AK,KUPARUK,PAKU,UUK,,70,19N,149,36W,23,X,,,,A,,7.0,US,70.31666666666666,-149.6
AK,KWETHLUK,PFKW,KWT,,60,48N,161,26W,4,X,,,,,,7.0,US,60.8,-161.43333333333334
AK,MANLEY HOT SPRIN,PAML,MLY,,65,00N,150,39W,78,X,,,,,,7.0,US,65.0,-150.65
AK,MANOKOTAK,PAMB,KMO,,58,59N,159,03W,28,X,,,,,,7.0,US,58.983333333333334,-159.05
AK,MARSHALL,PADM,MLL,,61,52N,162,02W,17,X,,,,,,8.0,US,61.86666666666667,-162.03333333333333
AK,MCCARTHY,PAMX,MXY,,61,26N,142,53W,452,X,,,,,,7.0,US,61.43333333333333,-142.88333333333333
AK,MCGRATH,PAMC,MCG,70231,62,58N,155,37W,101,X,,T,X,A,,5.0,US,62.96666666666667,-155.61666666666667
AK,MCKINLEY PARK,PAIN,MCL,,63,44N,148,55W,525,X,,,,,,7.0,US,63.733333333333334,-148.91666666666666
AK,MEKORYUK,PAMY,MYU,,60,22N,166,16W,14,X,,,,,,7.0,US,60.36666666666667,-166.26666666666668
AK,METLAKATLA,PAMM,MTM,,55,08N,131,35W,0,X,,,,,,7.0,US,55.13333333333333,-131.58333333333334
AK,MIDDLETON ISLAND,PAMD,MDO,70343,59,26N,146,18W,20,X,,,,,,7.0,US,59.43333333333333,-146.3
AK,MINCHUMINA,PAMH,LMA,70246,63,54N,152,17W,200,X,,,,,,7.0,US,63.9,-152.28333333333333
AK,MOUNTAIN VILLAGE,PAMO,MOU,,62,06N,163,41W,93,X,,,,W,,7.0,US,62.1,-163.68333333333334
AK,NABESNA,PABN,,,62,24N,143,00W,880,X,,,,,,7.0,US,62.4,-143.0
AK,NAPAKIAK,PANA,WNA,,60,41N,161,59W,7,X,,,,,,7.0,US,60.68333333333333,-161.98333333333332
AK,NELSON LAGOON,PAOU,NLG,,56,00N,161,10W,3,X,,,,,,8.0,US,56.0,-161.16666666666666
AK,NENANA,PANN,ENN,70260,64,33N,149,05W,110,X,,,,A,,7.0,US,64.55,-149.08333333333334
AK,NEW STUYAHOK,PANW,KNW,,59,27N,157,19W,100,X,,,,,,8.0,US,59.45,-157.31666666666666
AK,NIKOLAI,PAFS,NIB,,63,01N,154,21W,131,X,,,,,,7.0,US,63.016666666666666,-154.35
AK,NOATAK,PAWN,WTK,,67,34N,162,59W,26,X,,,,,,7.0,US,67.56666666666666,-162.98333333333332
AK,NOME,PAOM,OME,70200,64,30N,165,26W,6,X,,T,X,A,,5.0,US,64.5,-165.43333333333334
AK,NOORVIK,PFNO,ORV,,66,49N,161,01W,14,X,,,,,,7.0,US,66.81666666666666,-161.01666666666668
AK,NORTHWAY,PAOR,ORT,70291,62,58N,141,56W,524,X,,T,,A,,6.0,US,62.96666666666667,-141.93333333333334
AK,NUIQSUT,PAQT,NUI,,70,13N,151,00W,11,X,,T,,A,,6.0,US,70.21666666666667,-151.0
AK,NUIQSUT,PPNU,,,70,12N,150,59W,11,X,,,,,,8.0,US,70.2,-150.98333333333332
AK,NUIQSUT VILLAGE,PALP,,,70,20N,150,56W,4,X,,,,,,7.0,US,70.33333333333333,-150.93333333333334
AK,NUNAPITCHUK,PPIT,,,60,54N,162,26W,4,X,,,,,,7.0,US,60.9,-162.43333333333334
AK,OLIKTOK POINT,POLI,,70063,70,30N,149,53W,5,X,,,,,,7.0,US,70.5,-149.88333333333333
AK,OOOGURUK ISLAND,PFNU,,,70,30N,150,15W,8,X,,,,,,7.0,US,70.5,-150.25
AK,PALMER,PAAQ,PAQ,70274,61,36N,149,05W,68,X,,T,,A,,6.0,US,61.6,-149.08333333333334
AK,PAXSON,PAXK,,,63,02N,145,30W,805,X,,,,,,7.0,US,63.03333333333333,-145.5
AK,PETERSBURG,PAPG,PSG,70386,56,49N,132,56W,24,X,,T,,,,6.0,US,56.81666666666667,-132.93333333333334
AK,PILOT POINT,PAPN,PIP,,57,35N,157,34W,19,X,,,,,,8.0,US,57.583333333333336,-157.56666666666666
AK,PLATINUM,PAPM,PTU,,59,01N,161,49W,4,X,,,,,,7.0,US,59.016666666666666,-161.81666666666666
AK,POINT HOPE,PAPO,PHO,,68,21N,166,48W,4,X,,,,W,,7.0,US,68.35,-166.8
AK,POINT LAY,PPIZ,PIZ,,69,44N,163,00W,5,X,,,,W,,7.0,US,69.73333333333333,-163.0
AK,POINT THOMPSON,PAAD,,,70,08N,146,17W,8,X,,,,,,8.0,US,70.13333333333334,-146.28333333333333
AK,PORTAGE GLACIER,PATO,,,60,47N,148,51W,47,X,,,,A,,7.0,US,60.78333333333333,-148.85
AK,PORT ALEXANDER,PAAP,PTD,,56,14N,134,39W,4,X,,,,,,7.0,US,56.233333333333334,-134.65
AK,PORT ALSWORTH,PALJ,PTA,,60,12N,154,18W,88,X,,,,,,7.0,US,60.2,-154.3
AK,PORT CLARENCE,PAPC,KPC,70119,65,15N,166,51W,4,X,,,,,,7.0,US,65.25,-166.85
AK,PORT HEIDEN,PAPH,PTH,70333,56,57N,158,37W,29,X,,,,,,7.0,US,56.95,-158.61666666666667
AK,PROSPECT CREEK,PAPR,PPC,,66,49N,150,39W,324,X,,,,,,7.0,US,66.81666666666666,-150.65
AK,PRUDHOE BAY,PAUD,,,70,15N,148,20W,14,X,,,,,,7.0,US,70.25,-148.33333333333334
AK,PUNTILLA LAKE,PAPT,,70249,62,06N,152,43W,577,X,,,,,,7.0,US,62.1,-152.71666666666667
AK,QUINHAGAK,PAQH,KWN,,59,45N,161,51W,8,X,,,,,,7.0,US,59.75,-161.85
AK,REG DOG,PADG,RDB,,68,02N,162,54W,296,X,,,,,,7.0,US,68.03333333333333,-162.9
AK,REG DOG,PARD,,,68,02N,162,54W,297,X,,,,,,7.0,US,68.03333333333333,-162.9
AK,RUBY,PARY,RBY,,64,44N,155,28W,185,X,,,,,,7.0,US,64.73333333333333,-155.46666666666667
AK,RUSSIAN MISSION,PARS,RSH,,61,46N,161,19W,15,X,,,,W,,7.0,US,61.766666666666666,-161.31666666666666
AK,SAINT MARYS,PASM,KSM,,62,04N,163,18W,108,X,,,,,,7.0,US,62.06666666666667,-163.3
AK,SAND POINT,PASD,SDP,,55,20N,160,31W,6,X,,T,,,,7.0,US,55.333333333333336,-160.51666666666668
AK,SAVOONGA,PASA,SVA,,63,41N,170,30W,9,X,,,,,,7.0,US,63.68333333333333,-170.5
AK,SCAMMON BAY,PACM,SCM,,61,51N,165,34W,3,X,,,,,,7.0,US,61.85,-165.56666666666666
AK,SELAWIK,PASK,WLK,,66,36N,160,00W,3,X,,,,,,7.0,US,66.6,-160.0
AK,SELDOVIA,PASO,SOV,,59,27N,151,42W,20,X,,,,A,,7.0,US,59.45,-151.7
AK,SEWARD,PAWD,SWD,70277,60,07N,149,25W,3,X,,,,A,,7.0,US,60.11666666666667,-149.41666666666666
AK,SHAGELUK,PAHX,SHX,,62,42N,159,34W,20,X,,,,,,7.0,US,62.7,-159.56666666666666
AK,SHAKTOOLIK,PFSH,SKK,,64,22N,161,13W,6,X,,,,,,8.0,US,64.36666666666666,-161.21666666666667
AK,SHISHMAREF,PASH,SHH,,66,16N,166,05W,3,X,,,,,,7.0,US,66.26666666666667,-166.08333333333334
AK,SHUNGNAK,PAGH,,,66,53N,157,10W,56,X,,,,,,8.0,US,66.88333333333334,-157.16666666666666
AK,SITKA,PASI,SIT,70371,57,02N,135,21W,2,X,,T,,A,,6.0,US,57.03333333333333,-135.35
AK,SKAGWAY,PAGY,SGY,70362,59,28N,135,19W,7,X,,T,,A,,6.0,US,59.46666666666667,-135.31666666666666
AK,SKWENTNA,PASW,SKW,70255,61,58N,151,12W,45,X,,,,,,7.0,US,61.96666666666667,-151.2
AK,SLANA,PADT,,,62,43N,143,55W,738,X,,,,,,7.0,US,62.71666666666667,-143.91666666666666
AK,SLEETMUTE,PASL,SLQ,,61,41N,157,09W,64,X,,,,,,7.0,US,61.68333333333333,-157.15
AK,SNOWSHOE LAKE,PALK,,,62,02N,146,40W,736,X,,,,,,7.0,US,62.03333333333333,-146.66666666666666
AK,SOLDOTNA,PASX,SXQ,,60,29N,151,03W,28,X,,,,,,7.0,US,60.483333333333334,-151.05
AK,SOUTH NAKNEK,PFWS,WSN,,58,42N,157,00W,40,X,,,,,,7.0,US,58.7,-157.0
AK,SPARREVOHN,PASV,SVW,70235,61,06N,155,34W,462,X,,T,,,,7.0,US,61.1,-155.56666666666666
AK,ST GEORGE,PAPB,STG,,56,35N,169,40W,33,X,,,,A,,7.0,US,56.583333333333336,-169.66666666666666
AK,ST MICHAEL,PAMK,SMK,,63,29N,162,07W,31,X,,,,,,8.0,US,63.483333333333334,-162.11666666666667
AK,STONY RIVER LAND,PAER,,,61,16N,153,49W,358,X,,,,,,7.0,US,61.266666666666666,-153.81666666666666
AK,ST PAUL ISLAND,PASN,SNP,70308,57,09N,170,13W,8,X,,T,X,A,,5.0,US,57.15,-170.21666666666667
AK,SUTTON,PAJV,,,61,43N,148,53W,265,X,,,,,,7.0,US,61.71666666666667,-148.88333333333333
AK,TAHNETNA PASS LO,PASP,SMU,,61,49N,147,30W,838,X,,,,,,7.0,US,61.81666666666667,-147.5
AK,TALKEETNA,PATK,TKA,70251,62,19N,150,06W,107,X,,T,,A,,6.0,US,62.31666666666667,-150.1
AK,TANANA,PATA,TAL,70178,65,10N,152,06W,62,X,,T,,A,,6.0,US,65.16666666666667,-152.1
AK,TATALINA AFS,PATL,TLJ,,62,54N,155,58W,261,X,,T,,,,6.0,US,62.9,-155.96666666666667
AK,TELLER,PATE,TLA,,65,14N,166,20W,93,X,,,,,,8.0,US,65.23333333333333,-166.33333333333334
AK,TIN CITY AFS,PATC,TNC,70117,65,34N,167,55W,77,X,,T,,,,6.0,US,65.56666666666666,-167.91666666666666
AK,TOGIAK,PATG,TOG,,59,03N,160,23W,1,X,,,,,,7.0,US,59.05,-160.38333333333333
AK,TOKSOOK BAY,PAOO,OOK,,60,32N,165,05W,15,X,,,,W,,7.0,US,60.53333333333333,-165.08333333333334
AK,UMIAT,PAUM,UMT,70162,69,22N,152,08W,79,X,,,,,,7.0,US,69.36666666666666,-152.13333333333333
AK,UNALAKLEET,PAUN,UNK,70207,63,53N,160,48W,4,X,,T,,,,6.0,US,63.88333333333333,-160.8
AK,UTQIAGVIK,PABR,BRW,70026,71,17N,156,47W,6,X,,T,X,A,,5.0,US,71.28333333333333,-156.78333333333333
AK,VALDEZ,PAVD,VDZ,,61,08N,146,15W,21,X,,T,,,,6.0,US,61.13333333333333,-146.25
AK,VALDEZ WSO,PAVW,,70275,61,08N,146,21W,10,X,,,,,,7.0,US,61.13333333333333,-146.35
AK,WAINWRIGHT,PAWI,AIN,70030,70,38N,160,01W,12,X,,,,A,,7.0,US,70.63333333333334,-160.01666666666668
AK,WALES,PAIW,WAA,,65,37N,168,06W,6,X,,,,,,8.0,US,65.61666666666666,-168.1
AK,WASILLA,PAWS,WWA,,61,34N,149,32W,102,X,,,,,,7.0,US,61.56666666666667,-149.53333333333333
AK,WHITE MOUNTAIN,PAWM,WMO,,64,41N,163,25W,80,X,,,,W,,8.0,US,64.68333333333334,-163.41666666666666
AK,WHITTIER,PAWR,,,60,47N,148,41W,12,X,,,,,,7.0,US,60.78333333333333,-148.68333333333334
AK,WILDER NATWICK,PAKX,,,60,12N,154,19W,88,X,,,,,,7.0,US,60.2,-154.31666666666666
AK,WILLOW,PAUO,WOW,,61,45N,150,03W,61,X,,,,,,7.0,US,61.75,-150.05
AK,WOLVERINE ROAD,PAIZ,,,61,38N,149,02W,236,X,,,,,,7.0,US,61.63333333333333,-149.03333333333333
AK,WRANGELL,PAWG,WRG,70387,56,29N,132,22W,6,X,,T,,,,6.0,US,56.483333333333334,-132.36666666666667
AK,YAKUTAT,PAYA,YAK,70361,59,31N,139,40W,9,X,,T,X,A,,5.0,US,59.516666666666666,-139.66666666666666
AL,ALABASTER,KEET,,72230,33,11N,086,47W,172,X,,T,,A,,3.0,US,33.18333333333333,-86.78333333333333
AL,ALBERTVILLE MUNI,K8A0,,,34,14N,086,15W,313,X,,,,,,7.0,US,34.233333333333334,-86.25
AL,ALEXANDER/RUSSEL,KALX,ALX,,32,55N,085,58W,198,X,,,,W,,7.0,US,32.916666666666664,-85.96666666666667
AL,ANDALUSIA/OPP AR,K79J,,,31,19N,086,24W,93,X,,,,W,,8.0,US,31.316666666666666,-86.4
AL,ANNISTON,KANB,ANB,,33,35N,085,51W,187,X,,T,,A,,6.0,US,33.583333333333336,-85.85
AL,AUBURN OPELIKA A,KAUO,AUO,,32,37N,085,26W,231,X,,,,,,7.0,US,32.61666666666667,-85.43333333333334
AL,AUBURN UNIV. (AM,KAUB,,,32,36N,085,30W,198,X,,,,,,7.0,US,32.6,-85.5
AL,BAY MINETTE,K1R8,,,30,52N,087,49W,76,X,,,,,,7.0,US,30.866666666666667,-87.81666666666666
AL,BESSEMER,KEKY,,,33,19N,086,56W,213,X,,,,,,7.0,US,33.31666666666667,-86.93333333333334
AL,BIRMINGHAM,KBHM,BHM,72228,33,34N,086,45W,191,X,,T,,A,,4.0,US,33.56666666666667,-86.75
AL,CENTREVILLE WSM,K0A8,,72229,32,56N,087,05W,77,X,,,,,,6.0,US,32.93333333333333,-87.08333333333333
AL,COURTLAND,K9A4,,,34,40N,087,21W,176,X,,,,W,,8.0,US,34.666666666666664,-87.35
AL,CULLMAN/FOLSOM F,K3A1,,,34,16N,086,51W,294,X,,,,W,,7.0,US,34.266666666666666,-86.85
AL,CULLMAN/FOLSOM F,KCMD,,,34,16N,086,51W,294,X,,,,W,,7.0,US,34.266666666666666,-86.85
AL,DECATUR,KDCU,DCU,,34,39N,086,57W,180,X,,,,A,,7.0,US,34.65,-86.95
AL,DEMOPOLIS,KDYA,,,32,28N,087,57W,33,X,,,,,,7.0,US,32.46666666666667,-87.95
AL,DOTHAN,KDHN,DHN,,31,19N,085,27W,113,X,,T,,A,,6.0,US,31.316666666666666,-85.45
AL,ENTERPRISE,KEDN,ETS,,31,18N,085,54W,103,X,,,,,,7.0,US,31.3,-85.9
AL,EUFAULA,KEUF,EUF,,31,57N,085,08W,87,X,,,,W,,8.0,US,31.95,-85.13333333333334
AL,EVERGREEN,KGZH,,,31,25N,087,03W,77,X,,,,A,,7.0,US,31.416666666666668,-87.05
AL,FAIRHOPE,KCQF,,,30,28N,087,53W,21,X,,,,W,,8.0,US,30.466666666666665,-87.88333333333334
AL,FLORALA MUNI,K0J4,,,31,03N,086,19W,96,X,,,,,,8.0,US,31.05,-86.31666666666666
AL,FT PAYNE/ISBELL,K4A9,,,34,28N,085,43W,273,X,,,,W,,7.0,US,34.46666666666667,-85.71666666666667
AL,FT RUCKER/HANCHE,KHEY,,,31,21N,085,39W,95,X,,,,,,8.0,US,31.35,-85.65
AL,FT RUCKER/SHELL,KSXS,,,31,22N,085,51W,120,X,,,,,,7.0,US,31.366666666666667,-85.85
AL,GADSDEN MUNI,KGAD,GAD,,33,58N,086,05W,169,X,,,,W,,7.0,US,33.96666666666667,-86.08333333333333
AL,GREENVILLE,KPRN,,,31,51N,086,37W,137,X,,,,,,8.0,US,31.85,-86.61666666666666
AL,GULF SHORES,KJKA,GUF,,30,17N,087,40W,5,X,,T,,,,7.0,US,30.283333333333335,-87.66666666666667
AL,HALEYVILLE,K1M4,,,34,17N,087,36W,283,X,,,,,,8.0,US,34.28333333333333,-87.6
AL,HEADLAND,K0J6,,,31,22N,085,19W,109,X,,,,,,7.0,US,31.366666666666667,-85.31666666666666
AL,HEADLAND,KHDL,,,31,22N,085,19W,109,X,,,,,,7.0,US,31.366666666666667,-85.31666666666666
AL,HUNTSVILLE,KHSV,HSV,72323,34,39N,086,47W,190,X,,T,,A,,4.0,US,34.65,-86.78333333333333
AL,HUNTSVILLE/MADIS,KMDQ,,,34,52N,086,33W,221,X,,,,W,,8.0,US,34.86666666666667,-86.55
AL,JASPER/WALKER,KJFX,,,33,54N,087,19W,144,X,,,,,,8.0,US,33.9,-87.31666666666666
AL,LOWE AHP/FT. RUC,KLOR,,,31,21N,085,45W,92,X,,,,,,7.0,US,31.35,-85.75
AL,MARION,KA08,,,32,31N,087,23W,64,X,,,,,,8.0,US,32.516666666666666,-87.38333333333334
