CD,STATION,ICAO,IATA,SYNOP,LATdeg,LATmin,LONdeg,LONmin,ELEV,M,N,V,U,A,C,PRIORITY,COUNTRY CODE,LAT,LON
,SANGLEY POINT AB,RPMS,SUG,98428,14,30N,120,55E,4,X,,,,,,7.0,PH,14.5,120.91666666666667
,SAN JOSE/MINDORO,RPUH,SJI,98531,12,20N,121,01E,3,X,,,,,,7.0,PH,12.333333333333334,121.01666666666667
,SURIGAO/MINDANAO,RPWS,,98653,09,48N,125,30E,55,X,,,,,,7.0,PH,9.8,125.5
,TACLOBAN/LEYTE I,RPVA,TAC,98550,11,13N,125,01E,3,X,,,,,,7.0,PH,11.216666666666667,125.01666666666667
,TAGBILARAN/BOHOL,RPVT,,98644,09,35N,123,50E,8,X,,,,,,7.0,PH,9.583333333333334,123.83333333333333
,TANDAG/MINDANAO,RPWW,,,09,04N,126,10E,5,X,,,,,,7.0,PH,9.066666666666666,126.16666666666667
,TUGUEGARAO/LUZON,RPUT,TUG,98233,17,37N,121,43E,62,X,,,,,,7.0,PH,17.616666666666667,121.71666666666667
,VIGAN/LUZON ISLA,RPUQ,,98222,17,54N,120,28E,33,X,,,,,,7.0,PH,17.9,120.46666666666667
,VIRAC/CATANDUANE,RPUV,VRC,98446,13,34N,124,13E,40,X,,,,,,7.0,PH,13.566666666666666,124.21666666666667
,ZAMBOANGA (CIV/A,RPMZ,ZAM,98836,06,55N,122,04E,8,X,,T,,,,6.0,PH,6.916666666666667,122.06666666666666
,AGARTALA,VEAT,IXA,42724,23,53N,091,15E,20,X,,T,,,,7.0,IN,23.883333333333333,91.25
,AGATTI,VOAT,AGX,,10,49N,072,11E,5,X,,T,,,,8.0,IN,10.816666666666666,72.18333333333334
,AGRA (IN-AFB),VIAG,AGR,42260,27,09N,077,58E,159,X,,T,,,,7.0,IN,27.15,77.96666666666667
,AHMADABAD,VAAH,AMD,42647,23,04N,072,38E,52,X,,T,,,,6.0,IN,23.066666666666666,72.63333333333334
,AKOLA AIRPORT,VAAK,AKD,42934,20,41N,077,04E,309,X,,,,,,7.0,IN,20.683333333333334,77.06666666666666
,ARKONAM,VOAR,,,13,04N,079,41E,81,X,,T,,,,7.0,IN,13.066666666666666,79.68333333333334
,ALIGARH,VIAH,,42262,27,52N,078,04E,187,X,,,,,,7.0,IN,27.866666666666667,78.06666666666666
,ALLAHABAD (IN-AF,VIAL,IXD,42475,25,26N,081,43E,98,X,,,,,,7.0,IN,25.433333333333334,81.71666666666667
,ALLAHABAD,VEAB,,,25,26N,081,44E,98,X,,T,,,,7.0,IN,25.433333333333334,81.73333333333333
,ALONG,VEAN,IXV,,28,11N,094,48E,274,X,,T,,,,7.0,IN,28.183333333333334,94.8
,AMRITSAR,VIAR,ATQ,42071,31,42N,074,48E,226,X,,T,,,,7.0,IN,31.7,74.8
,AURANGABAD AIRPO,VAAU,IXU,43014,19,51N,075,24E,578,X,,T,,,,7.0,IN,19.85,75.4
,BAGHDOGRA (IN-AF,VEBD,IXB,42398,26,41N,088,20E,126,X,,T,,,,7.0,IN,26.683333333333334,88.33333333333333
,BANGALORE ARP,VOBG,,43296,12,57N,077,39E,884,X,,T,,,,8.0,IN,12.95,77.65
,BAREILLY (IN-AFB,VIBY,BEK,42189,28,25N,079,27E,175,X,,T,,,,7.0,IN,28.416666666666668,79.45
,BELGAUM/SAMBRA,VABM,IXG,,15,51N,074,37E,766,X,,T,,,,7.0,IN,15.85,74.61666666666666
,BELGAUM,VOBM,,,15,51N,074,37E,758,X,,T,,,,8.0,IN,15.85,74.61666666666666
,BELLARY,VOBI,BEP,43205,15,09N,076,50E,449,X,,,,,,7.0,IN,15.15,76.83333333333333
,BENGALURU,VOBL,BLR,,13,12N,077,42E,908,X,,T,,,,8.0,IN,13.2,77.7
,BHATINDA,VIBT,BUP,42097,30,10N,074,34E,211,X,,T,,,,7.0,IN,30.166666666666668,74.56666666666666
,BHAUNAGAR,VABV,BHU,42838,21,45N,072,12E,8,X,,T,,,,7.0,IN,21.75,72.2
,BHOPAL/BAIRAGARH,VABP,BHO,42667,23,17N,077,20E,520,X,,T,,,,7.0,IN,23.283333333333335,77.33333333333333
,BHUBANESWAR,VEBS,BBI,42971,20,15N,085,49E,42,X,,T,,,,7.0,IN,20.25,85.81666666666666
,BHUJ-RUDRAMATA(A,VABJ,BHJ,42634,23,17N,069,40E,79,X,,T,,,,7.0,IN,23.283333333333335,69.66666666666667
,BILASPUR,VABI,,42080,31,15N,076,40E,587,X,,,,,,7.0,IN,31.25,76.66666666666667
,BILASPUR,VEBU,PAB,,21,59N,82,07E,274,X,,T,,,,7.0,IN,21.983333333333334,82.11666666666666
,BOMBAY/JUHU,VAJJ,,43002,19,05N,072,50E,1,X,,,,,,7.0,IN,19.083333333333332,72.83333333333333
,BOMBAY/SANTACRUZ,VABB,BOM,43003,19,06N,072,52E,14,X,,T,,,,6.0,IN,19.1,72.86666666666666
,CALCUTTA/DUM DUM,VECC,CCU,42809,22,39N,088,26E,11,X,,T,,,,6.0,IN,22.65,88.43333333333334
,CALICUT,VOCL,CCJ,,11,08N,075,57E,104,X,,T,,,,8.0,IN,11.133333333333333,75.95
,CAMPBELL BAY,VOBX,,,07,01N,093,55E,1,X,,,,,,7.0,IN,7.016666666666667,93.91666666666667
,CAR NICOBAR(IN-A,VECX,,43368,09,09N,092,49E,14,X,,T,,,,7.0,IN,9.15,92.81666666666666
,CHANDIGARH,VICG,IXC,42105,30,40N,076,47E,316,X,,T,,,,7.0,IN,30.666666666666668,76.78333333333333
,COCHIN (IN-NAVY),VOCC,,43353,09,56N,076,16E,3,X,,T,,,,7.0,IN,9.933333333333334,76.26666666666667
,COCHIN INTL,VOCI,COK,43336,10,09N,076,24E,8,X,,T,,,,7.0,IN,10.15,76.4
,COIMBATORE/PEELA,VOCB,CJB,43321,11,01N,077,02E,394,X,,T,,,,7.0,IN,11.016666666666667,77.03333333333333
,COOCH BEHAR,VECO,COH,42403,26,20N,089,28E,48,X,,T,,,,8.0,IN,26.333333333333332,89.46666666666667
,CUDDAPAH,VOCP,CDP,43241,14,30N,078,46E,134,X,,T,,,,7.0,IN,14.5,78.76666666666667
,DAPORIJO,VEDZ,DEP,,27,59N,094,13E,229,X,,T,,,,7.0,IN,27.983333333333334,94.21666666666667
,DEHRADUN,VIDN,DED,,30,12N,078,11E,550,X,,T,,,,8.0,IN,30.2,78.18333333333334
,DELHI/SAFDARJUNG,VIDD,,42182,28,35N,077,13E,213,X,,,,,,7.0,IN,28.583333333333332,77.21666666666667
,DEOGHAR,VEDO,,,24,27N,086,42E,244,X,,T,,,,7.0,IN,24.45,86.7
,DIBRUGARH/MOHANB,VEMN,DIB,42314,27,28N,095,01E,111,X,,T,,,,7.0,IN,27.466666666666665,95.01666666666667
,DIMAPUR,VEMR,DMU,,25,53N,093,46E,147,X,,T,,,,8.0,IN,25.883333333333333,93.76666666666667
,DIU,VADU,,,21,43N,070,55E,10,X,,T,,,,7.0,IN,21.716666666666665,70.91666666666667
,FURSATGANJ,VERB,,,26,15N,081,23E,110,X,,,,,,7.0,IN,26.25,81.38333333333334
,GAUHATI (IN-AFB),VEGT,GAU,42410,26,06N,091,35E,50,X,,T,,,,7.0,IN,26.1,91.58333333333333
,GAYA,VEGY,GAY,42591,24,45N,084,57E,115,X,,T,,,,7.0,IN,24.75,84.95
,GOA,VOGO,GOI,,15,23N,073,50E,56,X,,T,,,,8.0,IN,15.383333333333333,73.83333333333333
,GORAKHPUR (IN-AF,VEGK,GOP,42379,26,45N,083,27E,83,X,,T,,,,7.0,IN,26.75,83.45
,GULBARGA,VOGB,,,17,21N,076,51E,458,X,,T,,,,7.0,IN,17.35,76.85
,GWALIOR (IN-AFB),VIGR,GWL,,26,17N,078,13E,187,X,,T,,,,7.0,IN,26.283333333333335,78.21666666666667
,HISSAR,VIHR,HSS,42131,29,10N,075,43E,221,X,,,,,,7.0,IN,29.166666666666668,75.71666666666667
,HUBLI,VOHB,,,15,22N,075,05E,661,X,,T,,,,8.0,IN,15.366666666666667,75.08333333333333
,HYDERABAD (CIV/M,VOHY,BPM,43128,17,27N,078,28E,540,X,,T,,,,6.0,IN,17.45,78.46666666666667
,IMPHAL/TULIHAL,VEIM,IMF,42623,24,46N,093,54E,777,X,,T,,,,7.0,IN,24.766666666666666,93.9
,INDIRA GANDHI/DE,VIDP,DEL,42181,28,34N,077,07E,236,X,,T,,,,6.0,IN,28.566666666666666,77.11666666666666
,INDORE,VAID,IDR,42754,22,43N,075,48E,564,X,,T,,,,7.0,IN,22.716666666666665,75.8
,JABALPUR,VAJB,JLR,42675,23,11N,080,03E,489,X,,T,,,,7.0,IN,23.183333333333334,80.05
,JAGDALPUR,VEJR,,,19,04N,082,02E,555,X,,T,,,,7.0,IN,19.066666666666666,82.03333333333333
,JAIPUR/SANGANER,VIJP,JAI,42348,26,49N,075,48E,383,X,,T,,,,7.0,IN,26.816666666666666,75.8
,JAISALMER,VIJR,,,26,53N,070,52E,229,X,,T,,,,7.0,IN,26.883333333333333,70.86666666666666
,JALGAON,VAJL,,,20,58N,075,38E,257,X,,T,,,,7.0,IN,20.966666666666665,75.63333333333334
,JAMMU,VIJU,IXJ,42056,32,41N,074,50E,285,X,,T,,,,7.0,IN,32.68333333333333,74.83333333333333
,JAMNAGAR (IN-AFB,VAJM,JGA,42734,22,26N,070,04E,20,X,,T,,,,7.0,IN,22.433333333333334,70.06666666666666
,JAMSHEDPUR(PRIVA,VEJS,IXW,42798,22,49N,086,10E,151,X,,T,,,,7.0,IN,22.816666666666666,86.16666666666667
,JHANSI,VIJN,,42463,25,26N,078,34E,251,X,,,,,,7.0,IN,25.433333333333334,78.56666666666666
,JHARSUGUDA,VEJH,JRG,42886,21,55N,084,02E,231,X,,T,,,,7.0,IN,21.916666666666668,84.03333333333333
,JINDAL VIJAYANAG,VOJV,VDY,,15,10N,076,38E,508,X,,T,,,,6.0,IN,15.166666666666666,76.63333333333334
,JODHPUR (IN-AFB),VIJO,JDH,42339,26,15N,073,03E,215,X,,T,,,,7.0,IN,26.25,73.05
,JORHAT,VEJT,JRH,,26,44N,094,10E,95,X,,T,,,,7.0,IN,26.733333333333334,94.16666666666667
,KANDLA AERODROME,VAKE,IXY,,23,08N,070,07E,29,X,,T,,,,7.0,IN,23.133333333333333,70.11666666666666
,KANGRA,VIGG,DHM,,32,10N,076,15E,760,X,,T,,,,8.0,IN,32.166666666666664,76.25
,KANNUR,VOKN,CNN,,11,55N,075,33E,105,X,,T,,,,6.0,IN,11.916666666666666,75.55
,KANPUR/CHAKERI(A,VICX,,42367,26,23N,080,24E,126,X,,T,,,,7.0,IN,26.383333333333333,80.4
,KANPUR,VIKA,KNU,42366,26,25N,080,22E,126,X,,,,,,7.0,IN,26.416666666666668,80.36666666666666
,KAZI NAJRUL,VEDG,RDP,,23,37N,087,15E,88,X,,T,,,,7.0,IN,23.616666666666667,87.25
,KESHOD,VAKS,,,21,19N,070,19E,51,X,,,,,,7.0,IN,21.316666666666666,70.31666666666666
,KHAJURAHO,VEKO,,,24,49N,079,55E,222,X,,T,,,,7.0,IN,24.816666666666666,79.91666666666667
,KHANDWA,VAKD,,42855,21,49N,076,22E,318,X,,,,,,7.0,IN,21.816666666666666,76.36666666666666
,KISHANGARH,VIKG,KQH,,26,35N,74,49E,450,X,,T,,,,7.0,IN,26.583333333333332,74.81666666666666
,KOLHAPUR,VAKP,KLH,43157,16,39N,074,17E,612,X,,T,,,,7.0,IN,16.65,74.28333333333333
,KOTA,VIKO,KTU,42452,25,09N,075,50E,275,X,,T,,,,7.0,IN,25.15,75.83333333333333
,KULLU,VIBR,KUU,42081,31,49N,077,09E,1089,X,,T,,,,8.0,IN,31.816666666666666,77.15
,KURNOOL,VOKU,,,15,43N,078,10E,280,X,,T,,,,7.0,IN,15.716666666666667,78.16666666666667
,KUSHINAGAR,VEKI,,,26,47N,083,53E,81,X,,T,,,,7.0,IN,26.783333333333335,83.88333333333334
,LATUR,VOLT,,,18,24N,076,28E,649,X,,T,,,,7.0,IN,18.4,76.46666666666667
,LEH KUSHOK,VILH,IXL,42034,34,08N,077,33E,3256,X,,T,,,,8.0,IN,34.13333333333333,77.55
,LENGPUI,VELP,,42726,23,50N,092,37E,429,X,,T,,,,7.0,IN,23.833333333333332,92.61666666666666
,LUCKNOW/AMAUSI,VILK,LKO,42369,26,45N,080,53E,121,X,,T,,,,7.0,IN,26.75,80.88333333333334
,LUDHIANA,VILD,LUH,,30,51N,075,57E,270,X,,,,,,8.0,IN,30.85,75.95
,MADRAS/CHENNAI,VOMM,MAA,43279,13,00N,080,10E,7,X,,T,,,,6.0,IN,13.0,80.16666666666667
,MADURAI,VOMD,IXM,43360,09,50N,078,05E,135,X,,T,,,,7.0,IN,9.833333333333334,78.08333333333333
,MALDA,VEMH,LDA,42503,25,01N,088,07E,31,X,,,,,,7.0,IN,25.016666666666666,88.11666666666666
,MANGALORE/BAJPE,VOML,IXE,43284,12,58N,074,53E,100,X,,T,,,,7.0,IN,12.966666666666667,74.88333333333334
,MYSORE,VOMY,MYQ,43291,12,14N,076,39E,727,X,,T,,,,7.0,IN,12.233333333333333,76.65
,NAGPUR SONEGAON,VANP,NAG,42867,21,05N,079,03E,309,X,,T,,,,6.0,IN,21.083333333333332,79.05
,NANDED,VOND,,,19,11N,077,19E,86,X,,T,,,,8.0,IN,19.183333333333334,77.31666666666666
,NASIK OJHAR(AFS),VAOZ,ISK,42920,20,07N,073,55E,598,X,,T,,,,7.0,IN,20.116666666666667,73.91666666666667
,NORTH LAKHIMPUR/,VELR,IXI,42309,27,18N,094,06E,101,X,,T,,,,7.0,IN,27.3,94.1
,PAKYONG,VEPY,,,27,13N,088,35E,1399,X,,T,,,,8.0,IN,27.216666666666665,88.58333333333333
,PANTNAGAR,VIPT,PGH,42146,29,02N,079,28E,236,X,,T,,,,8.0,IN,29.033333333333335,79.46666666666667
,PATNA,VEPT,PAT,42492,25,36N,085,05E,53,X,,T,,,,7.0,IN,25.6,85.08333333333333
,PONDICHERRY,VOPC,,,11,58N,079,49E,43,X,,,,,,8.0,IN,11.966666666666667,79.81666666666666
,PORBANDAR,VAPR,PBD,42830,21,38N,069,40E,8,X,,T,,,,7.0,IN,21.633333333333333,69.66666666666667
,PORT BLAIR,VEPB,,43333,11,40N,092,43E,79,X,,,,,,7.0,IN,11.666666666666666,92.71666666666667
,PORT BLAIR,VOPB,IXZ,,11,38N,092,44E,1,X,,T,,,,8.0,IN,11.633333333333333,92.73333333333333
,PUNE/POONA (IN-A,VAPO,PNQ,43064,18,34N,073,55E,593,X,,T,,,,7.0,IN,18.566666666666666,73.91666666666667
,RAIPUR,VARP,RPR,42875,21,13N,081,39E,298,X,,T,,,,7.0,IN,21.216666666666665,81.65
,RAIPUR,VERP,,,21,11N,081,44E,318,X,,T,,,,8.0,IN,21.183333333333334,81.73333333333333
,RAJAHMUNDRY,VORY,RJA,,17,06N,081,49E,47,X,,T,,,,8.0,IN,17.1,81.81666666666666
,RAJIV GANDHI INL,VOHS,HYD,,17,14N,078,26E,607,X,,T,,,,8.0,IN,17.233333333333334,78.43333333333334
,RAJKOT,VARK,RAJ,42737,22,18N,070,46E,125,X,,T,,,,7.0,IN,22.3,70.76666666666667
,RANCHI,VERC,IXR,42701,23,19N,085,19E,646,X,,T,,,,7.0,IN,23.316666666666666,85.31666666666666
,RAXAUL,VERL,,42382,26,58N,084,50E,79,X,,,,,,7.0,IN,26.966666666666665,84.83333333333333
,ROURKELA (PRIVAT,VERK,RRK,42793,22,13N,084,52E,196,X,,,,,,7.0,IN,22.216666666666665,84.86666666666666
,RUPSI,VERU,,,26,08N,089,55E,45,X,,T,,,,7.0,IN,26.133333333333333,89.91666666666667
,SAHARANPUR SARSA,VISP,,,29,60N,077,25E,272,X,,T,,,,7.0,IN,30.0,77.41666666666667
,SALEM,VOSM,SXV,,11,47N,078,04E,301,X,,,,,,8.0,IN,11.783333333333333,78.06666666666666
,SATNA,VIST,TNI,42571,24,34N,080,49E,317,X,,,,,,7.0,IN,24.566666666666666,80.81666666666666
,SHIBPUR(NAS),VODX,,,13,14N,093,03E,1,X,,,,,,7.0,IN,13.233333333333333,93.05
,SHILLONG,VEBI,SHL,,25,42N,091,59E,892,X,,T,,,,7.0,IN,25.7,91.98333333333333
,SHIMLA,VISM,SLV,,31,05N,077,04E,1537,X,,T,,,,8.0,IN,31.083333333333332,77.06666666666666
,SHIRDI,VASD,,,19,41N,074,23E,587,X,,T,,,,8.0,IN,19.683333333333334,74.38333333333334
,SHOLAPUR,VASL,SSE,43117,17,40N,075,54E,479,X,,T,,,,7.0,IN,17.666666666666668,75.9
,SILCHAR_KUMBHIGR,VEKU,,,24,55N,092,59E,107,X,,T,,,,7.0,IN,24.916666666666668,92.98333333333333
,SINDHUDURG,VOSR,,,16,00N,073,32E,62,X,,T,,,,7.0,IN,16.0,73.53333333333333
,SRINAGAR (CIV/MI,VISR,SXR,42042,33,59N,074,46E,1655,X,,T,,,,7.0,IN,33.983333333333334,74.76666666666667
,SURAT,VASU,STV,,21,07N,072,44E,6,X,,T,,,,7.0,IN,21.116666666666667,72.73333333333333
,TEZU,VETJ,,,27,56N,096,08E,244,X,,T,,,,7.0,IN,27.933333333333334,96.13333333333334
,TEZPUR,VETZ,TEZ,,26,43N,092,47E,73,X,,T,,,,7.0,IN,26.716666666666665,92.78333333333333
,THIRUVANANTHAPUR,VOTV,TRV,43372,08,29N,076,55E,9,X,,T,,,,6.0,IN,8.483333333333333,76.91666666666667
,TIRUCHCHIRAPALLI,VOTR,TRZ,43344,10,46N,078,43E,90,X,,T,,,,7.0,IN,10.766666666666667,78.71666666666667
,TIRUPATI,VOTP,TIR,,13,38N,079,33E,103,X,,T,,,,8.0,IN,13.633333333333333,79.55
,TUTICORIN,VOTK,TCR,,08,43N,078,01E,25,X,,,,,,7.0,IN,8.716666666666667,78.01666666666667
,UDAIPUR/DABOK,VIUD,,,24,37N,073,52E,514,X,,,,,,7.0,IN,24.616666666666667,73.86666666666666
,UDIAPUR,VAUD,UDR,42542,24,37N,073,54E,506,X,,T,,,,8.0,IN,24.616666666666667,73.9
,UTTARLAI,VIUT,,,25,49N,071,29E,152,X,,T,,,,7.0,IN,25.816666666666666,71.48333333333333
,VADODARA,VABO,BDQ,42748,22,20N,073,13E,36,X,,T,,,,8.0,IN,22.333333333333332,73.21666666666667
,VARANASI/BABATPU,VIBN,,,25,27N,082,52E,83,X,,T,,,,7.0,IN,25.45,82.86666666666666
,VARANASI,VEBN,VNS,42479,25,27N,082,51E,81,X,,T,,,,7.0,IN,25.45,82.85
,VELLORE,VOVR,,43303,12,55N,079,09E,214,X,,,,,,7.0,IN,12.916666666666666,79.15
,VIJAYAWADA/GANNA,VOBZ,VGA,43181,16,31N,080,47E,26,X,,T,,,,7.0,IN,16.516666666666666,80.78333333333333
,VIZAGAPATAM,VOVZ,,,17,43N,083,13E,4,X,,T,,,,8.0,IN,17.716666666666665,83.21666666666667
,ZERO,VEZO,ZER,,27,35N,093,50E,1647,X,,T,,,,7.0,IN,27.583333333333332,93.83333333333333
,AKYAB,VBRA,,,20,07N,092,52E,5,X,,,,,,7.0,MM,20.116666666666667,92.86666666666666
,BAGO/PEGU,VBPG,,48093,17,19N,096,30E,15,X,,,,,,7.0,MM,17.316666666666666,96.5
,BHAMO,VBBM,,48019,24,16N,097,12E,113,X,,,,,,7.0,MM,24.266666666666666,97.2
,COCO ISLAND,VBCI,,48109,14,07N,093,22E,3,X,,,,,,7.0,MM,14.116666666666667,93.36666666666666
,DAWEI,VBTV,,48108,14,05N,098,13E,17,X,,,,,,7.0,MM,14.083333333333334,98.21666666666667
,HOMALIN,VBHL,,48010,24,52N,094,55E,131,X,,,,,,7.0,MM,24.866666666666667,94.91666666666667
,HPA-AN/PA-AN,VBPA,,48099,16,45N,097,40E,10,X,,,,,,7.0,MM,16.75,97.66666666666667
,KENGTUNG,VBKG,,48060,21,18N,099,37E,828,X,,,,,,7.0,MM,21.3,99.61666666666666
,KYAUKPYU/RAMREE,VBKP,,48071,19,25N,093,32E,5,X,,,,,,7.0,MM,19.416666666666668,93.53333333333333
,LASHIO,VBLS,,48035,22,55N,097,45E,749,X,,,,,,7.0,MM,22.916666666666668,97.75
,MANDALAY,VBRM,,48042,21,58N,096,05E,76,X,,,,,,7.0,MM,21.966666666666665,96.08333333333333
,MANDALAY,VYMD,MDL,,21,42N,095,59E,87,X,,T,,,,7.0,MM,21.7,95.98333333333333
,MEIKTILA,VBML,,48053,20,49N,095,49E,220,X,,,,,,7.0,MM,20.816666666666666,95.81666666666666
,MERGUI,VBRN,,48110,12,25N,098,35E,37,X,,,,,,7.0,MM,12.416666666666666,98.58333333333333
,MONGHSAT,VBMS,,48070,20,33N,099,16E,572,X,,,,,,7.0,MM,20.55,99.26666666666667
,MOULMEIN,VBMM,,48103,16,30N,097,37E,22,X,,,,,,7.0,MM,16.5,97.61666666666666
,MYITKYINA,VBMK,,48008,25,22N,097,24E,147,X,,,,,,7.0,MM,25.366666666666667,97.4
,NAYPYITAW,VYNT,NYT,,19,37N,096,12E,610,X,,T,,,,7.0,MM,19.616666666666667,96.2
,NYAUNG-U/PAGAN,VBNU,,48048,21,11N,094,55E,55,X,,,,,,7.0,MM,21.183333333333334,94.91666666666667
,PATHEIN/BASSEIN,VBBS,,48094,16,46N,094,46E,10,X,,,,,,7.0,MM,16.766666666666666,94.76666666666667
,PROME/PYE,VBPR,,48077,18,48N,095,13E,60,X,,,,,,7.0,MM,18.8,95.21666666666667
,PUTAO,VBPT,,48001,27,19N,097,25E,409,X,,,,,,7.0,MM,27.316666666666666,97.41666666666667
,RANGOON/MINGALAD,VBRR,,48096,16,53N,096,10E,29,X,,,,,,7.0,MM,16.883333333333333,96.16666666666667
,SANDOWAY/MAZIN,VBSY,,48080,18,28N,094,20E,11,X,,,,,,7.0,MM,18.466666666666665,94.33333333333333
,SITTWE/AKYAB,VYSW,AKY,48062,20,07N,092,52E,5,X,,,,,,7.0,MM,20.116666666666667,92.86666666666666
,YANGON INTL MYAN,VYYY,RGN,48097,16,54N,096,08E,31,X,,T,,,,6.0,MM,16.9,96.13333333333334
,YE,VBYE,,48107,15,15N,097,52E,7,X,,,,,,7.0,MM,15.25,97.86666666666666
,ANURADHAPURA (AF,VCCA,ACJ,43421,08,19N,080,25E,89,X,,,,,,7.0,LK,8.316666666666666,80.41666666666667
,BATTICALOA (AFB),VCCB,BTC,43436,07,43N,081,42E,12,X,,,,,,7.0,LK,7.716666666666667,81.7
,COLOMBO/KATUNAYA,VCBI,CMB,43450,07,10N,079,53E,10,X,,T,,,,6.0,LK,7.166666666666667,79.88333333333334
,COLOMBO/RATMALAN,VCCC,RML,43467,06,49N,079,53E,6,X,,,,,,7.0,LK,6.816666666666666,79.88333333333334
,MATTALA RAJAPAKS,VCRI,HRI,,06,17N,081,08E,50,X,,T,,,,7.0,LK,6.283333333333333,81.13333333333334
,TRINCOMALEE (AFB,VCCT,TRR,43418,08,34N,081,15E,7,X,,,,,,7.0,LK,8.566666666666666,81.25
,BATTAMBANG,VDGB,,48962,13,05N,103,12E,13,X,,,,,,7.0,KH,13.083333333333334,103.2
,KAMPONG CHHNANG,VDKH,KZC,48969,12,15N,104,40E,15,X,,,,,,7.0,KH,12.25,104.66666666666667
,KOMPONG-CHAM,VDKC,,48995,12,00N,105,27E,16,X,,,,,,7.0,KH,12.0,105.45
,PHNOM-PENH/POCHE,VDPP,PNH,48991,11,33N,104,50E,10,X,,T,,,,7.0,KH,11.55,104.83333333333333
,SIEMREAP,VDSR,REP,48966,13,25N,103,48E,16,X,,T,,,,7.0,KH,13.416666666666666,103.8
,SIHANOUKVILLE,VDSV,KOS,,10,35N,103,38E,1,X,,T,,,,8.0,KH,10.583333333333334,103.63333333333334
,STUNG TRENG,VDST,TNX,48972,13,31N,105,58E,56,X,,,,,,7.0,KH,13.516666666666667,105.96666666666667
,BOGRA,VGBG,,41883,24,51N,089,22E,20,X,,,,,,7.0,BD,24.85,89.36666666666666
,CHITTAGONG (CV/M,VGEG,CGP,41978,22,14N,091,49E,7,X,,T,,,,7.0,BD,22.233333333333334,91.81666666666666
,COMILLA,VGCM,CLA,41933,23,25N,091,10E,10,X,,,,,,7.0,BD,23.416666666666668,91.16666666666667
,COX'S BAZAR,VGCB,CXB,41992,21,25N,091,58E,4,X,,,,,,7.0,BD,21.416666666666668,91.96666666666667
,DHAKA/TEJGAON (M,VGTJ,,41923,23,46N,090,22E,9,X,,,,,,7.0,BD,23.766666666666666,90.36666666666666
,DHAKA,VGHS,DAC,,23,51N,090,24E,11,X,,T,,,,6.0,BD,23.85,90.4
,ISHURDI,VGIS,IRD,41907,24,07N,089,02E,14,X,,,,,,7.0,BD,24.116666666666667,89.03333333333333
,JESSORE (CIV/MIL,VGJR,JSR,41936,23,10N,089,10E,7,X,,,,,,7.0,BD,23.166666666666668,89.16666666666667
,RAJSHAHI,VGRJ,RJH,41895,24,22N,088,42E,20,X,,,,,,7.0,BD,24.366666666666667,88.7
,SYLHET OSMANI,VGSY,ZYL,41891,24,58N,091,52E,16,X,,,,,,7.0,BD,24.966666666666665,91.86666666666666
,THAKURGAON,VGSG,TKR,41852,26,01N,088,24E,54,X,,,,,,7.0,BD,26.016666666666666,88.4
,CHEUNG CHAU,VHCH,,45001,22,11N,114,01E,79,X,,,,,,7.0,CN,22.183333333333334,114.01666666666667
,HONG KONG INTL,VHHH,HKG,45007,22,19N,113,55E,9,X,,T,,,,6.0,CN,22.316666666666666,113.91666666666667
,ATTOPEU,VLAP,AOU,48957,14,48N,106,49E,105,X,,,,,,7.0,LA,14.8,106.81666666666666
,BAN HOUAYXAY/BAN,VLHS,HOE,,20,15N,100,25E,421,X,,,,,,7.0,LA,20.25,100.41666666666667
,LUANG NAMTHA,VLLN,LXG,,20,58N,101,24E,548,X,,T,,,,7.0,LA,20.966666666666665,101.4
,LUANG-PRABANG,VLLB,LPQ,48930,19,54N,102,10E,297,X,,T,,,,7.0,LA,19.9,102.16666666666667
,MUANG KHONG,VLKG,KOG,,14,07N,105,50E,76,X,,,,,,7.0,LA,14.116666666666667,105.83333333333333
,PAKSE (CIV/MIL),VLIP,,48955,15,07N,105,10E,102,X,,,,,,7.0,LA,15.116666666666667,105.16666666666667
,PAKSE INTL,VLPS,PKZ,,15,08N,105,47E,102,X,,T,,,,7.0,LA,15.133333333333333,105.78333333333333
,SAM-NEUA,VLSN,NEU,48928,20,25N,104,04E,1000,X,,,,,,7.0,LA,20.416666666666668,104.06666666666666
,SARAVANE,VLSV,VNA,48952,15,40N,106,25E,168,X,,,,,,7.0,LA,15.666666666666666,106.41666666666667
,SAVANNAKHET(CV/M,VLSK,ZVK,48947,16,33N,104,45E,148,X,,T,,,,7.0,LA,16.55,104.75
,SAYABOURY,VLSB,ZBY,48938,19,13N,101,43E,326,X,,,,,,7.0,LA,19.216666666666665,101.71666666666667
,THAKHEK,VLTK,THK,48946,17,22N,104,39E,52,X,,,,,,7.0,LA,17.366666666666667,104.65
,VANG VIENG(CIV/M,VLVV,,,18,55N,102,27E,296,X,,,,,,7.0,LA,18.916666666666668,102.45
,VIENTIANE/WATTAY,VLVT,VTE,48940,17,59N,102,34E,171,X,,T,,,,6.0,LA,17.983333333333334,102.56666666666666
,MACAO/MACAU,VMMC,MFM,45011,22,09N,113,35E,1,X,,T,,,,6.0,CN,22.15,113.58333333333333
,BHAIRAWA AIRPORT,VNBW,BWA,44438,27,31N,083,27E,109,X,,,,,,7.0,NP,27.516666666666666,83.45
,BIRATNAGAR AIRPO,VNVT,BIR,44478,26,28N,087,16E,72,X,,,,,,7.0,NP,26.466666666666665,87.26666666666667
